year,period,periodName,value,seriesId
2017,M11,November,0.109,APUS35C72610
2017,M10,October,0.113,APUS35C72610
2017,M09,September,0.143,APUS35C72610
2017,M08,August,0.143,APUS35C72610
2017,M07,July,0.143,APUS35C72610
2017,M06,June,0.143,APUS35C72610
2017,M05,May,0.114,APUS35C72610
2017,M04,April,0.109,APUS35C72610
2017,M03,March,0.109,APUS35C72610
2017,M02,February,0.108,APUS35C72610
2017,M01,January,0.108,APUS35C72610
2016,M12,December,0.108,APUS35C72610
2016,M11,November,0.108,APUS35C72610
2016,M10,October,0.113,APUS35C72610
2016,M09,September,0.143,APUS35C72610
2016,M08,August,0.143,APUS35C72610
2016,M07,July,0.146,APUS35C72610
2016,M06,June,0.143,APUS35C72610
2016,M05,May,0.117,APUS35C72610
2016,M04,April,0.112,APUS35C72610
2016,M03,March,0.112,APUS35C72610
2016,M02,February,0.112,APUS35C72610
2016,M01,January,0.112,APUS35C72610
2015,M12,December,0.110,APUS35C72610
2015,M11,November,0.111,APUS35C72610
2015,M10,October,0.116,APUS35C72610
2015,M09,September,0.150,APUS35C72610
2015,M08,August,0.149,APUS35C72610
2015,M07,July,0.149,APUS35C72610
2015,M06,June,0.150,APUS35C72610
2015,M05,May,0.118,APUS35C72610
2015,M04,April,0.113,APUS35C72610
2015,M03,March,0.113,APUS35C72610
2015,M02,February,0.113,APUS35C72610
2015,M01,January,0.113,APUS35C72610
2014,M12,December,0.111,APUS35C72610
2014,M11,November,0.111,APUS35C72610
2014,M10,October,0.115,APUS35C72610
2014,M09,September,0.148,APUS35C72610
2014,M08,August,0.148,APUS35C72610
2014,M07,July,0.147,APUS35C72610
2014,M06,June,0.147,APUS35C72610
2014,M05,May,0.115,APUS35C72610
2014,M04,April,0.111,APUS35C72610
2014,M03,March,0.111,APUS35C72610
2014,M02,February,0.111,APUS35C72610
2014,M01,January,0.111,APUS35C72610
2013,M12,December,0.109,APUS35C72610
2013,M11,November,0.109,APUS35C72610
2013,M10,October,0.112,APUS35C72610
2013,M09,September,0.142,APUS35C72610
2013,M08,August,0.142,APUS35C72610
2013,M07,July,0.142,APUS35C72610
2013,M06,June,0.142,APUS35C72610
2013,M05,May,0.112,APUS35C72610
2013,M04,April,0.109,APUS35C72610
2013,M03,March,0.108,APUS35C72610
2013,M02,February,0.112,APUS35C72610
2013,M01,January,0.112,APUS35C72610
2012,M12,December,0.108,APUS35C72610
2012,M11,November,0.108,APUS35C72610
2012,M10,October,0.112,APUS35C72610
2012,M09,September,0.143,APUS35C72610
2012,M08,August,0.143,APUS35C72610
2012,M07,July,0.143,APUS35C72610
2012,M06,June,0.143,APUS35C72610
2012,M05,May,0.120,APUS35C72610
2012,M04,April,0.115,APUS35C72610
2012,M03,March,0.113,APUS35C72610
2012,M02,February,0.113,APUS35C72610
2012,M01,January,0.113,APUS35C72610
2011,M12,December,0.113,APUS35C72610
2011,M11,November,0.113,APUS35C72610
2011,M10,October,0.115,APUS35C72610
2011,M09,September,0.146,APUS35C72610
2011,M08,August,0.146,APUS35C72610
2011,M07,July,0.145,APUS35C72610
2011,M06,June,0.145,APUS35C72610
2011,M05,May,0.117,APUS35C72610
2011,M04,April,0.113,APUS35C72610
2011,M03,March,0.113,APUS35C72610
2011,M02,February,0.113,APUS35C72610
2011,M01,January,0.113,APUS35C72610
2010,M12,December,0.103,APUS35C72610
2010,M11,November,0.103,APUS35C72610
2010,M10,October,0.105,APUS35C72610
2010,M09,September,0.130,APUS35C72610
2010,M08,August,0.130,APUS35C72610
2010,M07,July,0.130,APUS35C72610
2010,M06,June,0.130,APUS35C72610
2010,M05,May,0.108,APUS35C72610
2010,M04,April,0.104,APUS35C72610
2010,M03,March,0.100,APUS35C72610
2010,M02,February,0.100,APUS35C72610
2010,M01,January,0.100,APUS35C72610
2009,M12,December,0.100,APUS35C72610
2009,M11,November,0.100,APUS35C72610
2009,M10,October,0.103,APUS35C72610
2009,M09,September,0.124,APUS35C72610
2009,M08,August,0.124,APUS35C72610
2009,M07,July,0.124,APUS35C72610
2009,M06,June,0.124,APUS35C72610
2009,M05,May,0.105,APUS35C72610
2009,M04,April,0.100,APUS35C72610
2009,M03,March,0.101,APUS35C72610
2009,M02,February,0.099,APUS35C72610
2009,M01,January,0.099,APUS35C72610
2008,M12,December,0.099,APUS35C72610
2008,M11,November,0.099,APUS35C72610
2008,M10,October,0.100,APUS35C72610
2008,M09,September,0.120,APUS35C72610
2008,M08,August,0.120,APUS35C72610
2008,M07,July,0.120,APUS35C72610
2008,M06,June,0.119,APUS35C72610
2008,M05,May,0.096,APUS35C72610
2008,M04,April,0.093,APUS35C72610
2008,M03,March,0.093,APUS35C72610
2008,M02,February,0.093,APUS35C72610
2008,M01,January,0.093,APUS35C72610
2007,M12,December,0.088,APUS35C72610
2007,M11,November,0.088,APUS35C72610
2007,M10,October,0.088,APUS35C72610
2007,M09,September,0.110,APUS35C72610
2007,M08,August,0.110,APUS35C72610
2007,M07,July,0.110,APUS35C72610
2007,M06,June,0.110,APUS35C72610
2007,M05,May,0.089,APUS35C72610
2007,M04,April,0.088,APUS35C72610
2007,M03,March,0.088,APUS35C72610
2007,M02,February,0.084,APUS35C72610
2007,M01,January,0.084,APUS35C72610
2006,M12,December,0.083,APUS35C72610
2006,M11,November,0.083,APUS35C72610
2006,M10,October,0.084,APUS35C72610
2006,M09,September,0.106,APUS35C72610
2006,M08,August,0.106,APUS35C72610
2006,M07,July,0.106,APUS35C72610
2006,M06,June,0.100,APUS35C72610
2006,M05,May,0.081,APUS35C72610
2006,M04,April,0.081,APUS35C72610
2006,M03,March,0.081,APUS35C72610
2006,M02,February,0.081,APUS35C72610
2006,M01,January,0.081,APUS35C72610
2005,M12,December,0.080,APUS35C72610
2005,M11,November,0.080,APUS35C72610
2005,M10,October,0.080,APUS35C72610
2005,M09,September,0.100,APUS35C72610
2005,M08,August,0.100,APUS35C72610
2005,M07,July,0.100,APUS35C72610
2005,M06,June,0.100,APUS35C72610
2005,M05,May,0.073,APUS35C72610
2005,M04,April,0.073,APUS35C72610
2005,M03,March,0.073,APUS35C72610
2005,M02,February,0.073,APUS35C72610
2005,M01,January,0.073,APUS35C72610
2004,M12,December,0.071,APUS35C72610
2004,M11,November,0.071,APUS35C72610
2004,M10,October,0.071,APUS35C72610
2004,M09,September,0.092,APUS35C72610
2004,M08,August,0.092,APUS35C72610
2004,M07,July,0.092,APUS35C72610
2004,M06,June,0.095,APUS35C72610
2004,M05,May,0.071,APUS35C72610
2004,M04,April,0.071,APUS35C72610
2004,M03,March,0.071,APUS35C72610
2004,M02,February,0.071,APUS35C72610
2004,M01,January,0.071,APUS35C72610
2023,M05,May,0.269,APUS49A72610
2023,M04,April,0.269,APUS49A72610
2023,M03,March,0.269,APUS49A72610
2023,M02,February,0.271,APUS49A72610
2023,M01,January,0.271,APUS49A72610
2022,M12,December,0.260,APUS49A72610
2022,M11,November,0.260,APUS49A72610
2022,M10,October,0.260,APUS49A72610
2022,M09,September,0.247,APUS49A72610
2022,M08,August,0.247,APUS49A72610
2022,M07,July,0.247,APUS49A72610
2022,M06,June,0.249,APUS49A72610
2022,M05,May,0.254,APUS49A72610
2022,M04,April,0.251,APUS49A72610
2022,M03,March,0.258,APUS49A72610
2022,M02,February,0.248,APUS49A72610
2022,M01,January,0.248,APUS49A72610
2021,M12,December,0.240,APUS49A72610
2021,M11,November,0.240,APUS49A72610
2021,M10,October,0.239,APUS49A72610
2021,M09,September,0.222,APUS49A72610
2021,M08,August,0.221,APUS49A72610
2021,M07,July,0.221,APUS49A72610
2021,M06,June,0.218,APUS49A72610
2021,M05,May,0.220,APUS49A72610
2021,M04,April,0.220,APUS49A72610
2021,M03,March,0.219,APUS49A72610
2021,M02,February,0.219,APUS49A72610
2021,M01,January,0.207,APUS49A72610
2020,M12,December,0.208,APUS49A72610
2020,M11,November,0.208,APUS49A72610
2020,M10,October,0.208,APUS49A72610
2020,M09,September,0.199,APUS49A72610
2020,M08,August,0.200,APUS49A72610
2020,M07,July,0.200,APUS49A72610
2020,M06,June,0.198,APUS49A72610
2020,M05,May,0.199,APUS49A72610
2020,M04,April,0.191,APUS49A72610
2020,M03,March,0.193,APUS49A72610
2020,M02,February,0.193,APUS49A72610
2020,M01,January,0.193,APUS49A72610
2019,M12,December,0.190,APUS49A72610
2019,M11,November,0.190,APUS49A72610
2019,M10,October,0.190,APUS49A72610
2019,M09,September,0.188,APUS49A72610
2019,M08,August,0.187,APUS49A72610
2019,M07,July,0.191,APUS49A72610
2019,M06,June,0.189,APUS49A72610
2019,M05,May,0.186,APUS49A72610
2019,M04,April,0.186,APUS49A72610
2019,M03,March,0.185,APUS49A72610
2019,M02,February,0.183,APUS49A72610
2019,M01,January,0.183,APUS49A72610
2018,M12,December,0.184,APUS49A72610
2018,M11,November,0.184,APUS49A72610
2018,M10,October,0.184,APUS49A72610
2018,M09,September,0.170,APUS49A72610
2018,M08,August,0.182,APUS49A72610
2018,M07,July,0.182,APUS49A72610
2018,M06,June,0.178,APUS49A72610
2018,M05,May,0.180,APUS49A72610
2018,M04,April,0.180,APUS49A72610
2018,M03,March,0.181,APUS49A72610
2018,M02,February,0.181,APUS49A72610
2018,M01,January,0.181,APUS49A72610
2017,M12,December,0.187,APUS49A72610
2017,M11,November,0.186,APUS49A72610
2017,M10,October,0.187,APUS49A72610
2017,M09,September,0.178,APUS49A72610
2017,M08,August,0.178,APUS49A72610
2017,M07,July,0.178,APUS49A72610
2017,M06,June,0.178,APUS49A72610
2017,M05,May,0.186,APUS49A72610
2017,M04,April,0.186,APUS49A72610
2017,M03,March,0.184,APUS49A72610
2017,M02,February,0.184,APUS49A72610
2017,M01,January,0.184,APUS49A72610
2016,M12,December,0.190,APUS49A72610
2016,M11,November,0.190,APUS49A72610
2016,M10,October,0.222,APUS49A72610
2016,M09,September,0.210,APUS49A72610
2016,M08,August,0.210,APUS49A72610
2016,M07,July,0.210,APUS49A72610
2016,M06,June,0.210,APUS49A72610
2016,M05,May,0.211,APUS49A72610
2016,M04,April,0.211,APUS49A72610
2016,M03,March,0.213,APUS49A72610
2016,M02,February,0.213,APUS49A72610
2016,M01,January,0.213,APUS49A72610
2015,M12,December,0.209,APUS49A72610
2015,M11,November,0.213,APUS49A72610
2015,M10,October,0.213,APUS49A72610
2015,M09,September,0.205,APUS49A72610
2015,M08,August,0.205,APUS49A72610
2015,M07,July,0.206,APUS49A72610
2015,M06,June,0.206,APUS49A72610
2015,M05,May,0.217,APUS49A72610
2015,M04,April,0.217,APUS49A72610
2015,M03,March,0.215,APUS49A72610
2015,M02,February,0.216,APUS49A72610
2015,M01,January,0.216,APUS49A72610
2014,M12,December,0.223,APUS49A72610
2014,M11,November,0.223,APUS49A72610
2014,M10,October,0.223,APUS49A72610
2014,M09,September,0.216,APUS49A72610
2014,M08,August,0.215,APUS49A72610
2014,M07,July,0.215,APUS49A72610
2014,M06,June,0.224,APUS49A72610
2014,M05,May,0.215,APUS49A72610
2014,M04,April,0.178,APUS49A72610
2014,M03,March,0.215,APUS49A72610
2014,M02,February,0.215,APUS49A72610
2014,M01,January,0.215,APUS49A72610
2013,M12,December,0.220,APUS49A72610
2013,M11,November,0.215,APUS49A72610
2013,M10,October,0.215,APUS49A72610
2013,M09,September,0.203,APUS49A72610
2013,M08,August,0.203,APUS49A72610
2013,M07,July,0.203,APUS49A72610
2013,M06,June,0.203,APUS49A72610
2013,M05,May,0.216,APUS49A72610
2013,M04,April,0.216,APUS49A72610
2013,M03,March,0.232,APUS49A72610
2013,M02,February,0.232,APUS49A72610
2013,M01,January,0.232,APUS49A72610
2012,M12,December,0.211,APUS49A72610
2012,M11,November,0.211,APUS49A72610
2012,M10,October,0.211,APUS49A72610
2012,M09,September,0.193,APUS49A72610
2012,M08,August,0.193,APUS49A72610
2012,M07,July,0.193,APUS49A72610
2012,M06,June,0.193,APUS49A72610
2012,M05,May,0.204,APUS49A72610
2012,M04,April,0.204,APUS49A72610
2012,M03,March,0.204,APUS49A72610
2012,M02,February,0.204,APUS49A72610
2012,M01,January,0.204,APUS49A72610
2011,M12,December,0.204,APUS49A72610
2011,M11,November,0.204,APUS49A72610
2011,M10,October,0.199,APUS49A72610
2011,M09,September,0.186,APUS49A72610
2011,M08,August,0.186,APUS49A72610
2011,M07,July,0.185,APUS49A72610
2011,M06,June,0.184,APUS49A72610
2011,M05,May,0.206,APUS49A72610
2011,M04,April,0.206,APUS49A72610
2011,M03,March,0.207,APUS49A72610
2011,M02,February,0.206,APUS49A72610
2011,M01,January,0.206,APUS49A72610
2010,M12,December,0.203,APUS49A72610
2010,M11,November,0.202,APUS49A72610
2010,M10,October,0.205,APUS49A72610
2010,M09,September,0.191,APUS49A72610
2010,M08,August,0.190,APUS49A72610
2010,M07,July,0.192,APUS49A72610
2010,M06,June,0.190,APUS49A72610
2010,M05,May,0.203,APUS49A72610
2010,M04,April,0.201,APUS49A72610
2010,M03,March,0.204,APUS49A72610
2010,M02,February,0.188,APUS49A72610
2010,M01,January,0.187,APUS49A72610
2009,M12,December,0.198,APUS49A72610
2009,M11,November,0.197,APUS49A72610
2009,M10,October,0.199,APUS49A72610
2009,M09,September,0.182,APUS49A72610
2009,M08,August,0.183,APUS49A72610
2009,M07,July,0.184,APUS49A72610
2009,M06,June,0.185,APUS49A72610
2009,M05,May,0.193,APUS49A72610
2009,M04,April,0.180,APUS49A72610
2009,M03,March,0.179,APUS49A72610
2009,M02,February,0.179,APUS49A72610
2009,M01,January,0.179,APUS49A72610
2008,M12,December,0.180,APUS49A72610
2008,M11,November,0.183,APUS49A72610
2008,M10,October,0.182,APUS49A72610
2008,M09,September,0.172,APUS49A72610
2008,M08,August,0.172,APUS49A72610
2008,M07,July,0.173,APUS49A72610
2008,M06,June,0.172,APUS49A72610
2008,M05,May,0.185,APUS49A72610
2008,M04,April,0.186,APUS49A72610
2008,M03,March,0.186,APUS49A72610
2008,M02,February,0.185,APUS49A72610
2008,M01,January,0.185,APUS49A72610
2007,M12,December,0.188,APUS49A72610
2007,M11,November,0.188,APUS49A72610
2007,M10,October,0.177,APUS49A72610
2007,M09,September,0.177,APUS49A72610
2007,M08,August,0.176,APUS49A72610
2007,M07,July,0.176,APUS49A72610
2007,M06,June,0.178,APUS49A72610
2007,M05,May,0.190,APUS49A72610
2007,M04,April,0.192,APUS49A72610
2007,M03,March,0.188,APUS49A72610
2007,M02,February,0.198,APUS49A72610
2007,M01,January,0.197,APUS49A72610
2006,M12,December,0.197,APUS49A72610
2006,M11,November,0.199,APUS49A72610
2006,M10,October,0.200,APUS49A72610
2006,M09,September,0.187,APUS49A72610
2006,M08,August,0.190,APUS49A72610
2006,M07,July,0.190,APUS49A72610
2006,M06,June,0.191,APUS49A72610
2006,M05,May,0.197,APUS49A72610
2006,M04,April,0.194,APUS49A72610
2006,M03,March,0.195,APUS49A72610
2006,M02,February,0.194,APUS49A72610
2006,M01,January,0.164,APUS49A72610
2005,M12,December,0.148,APUS49A72610
2005,M11,November,0.148,APUS49A72610
2005,M10,October,0.148,APUS49A72610
2005,M09,September,0.144,APUS49A72610
2005,M08,August,0.145,APUS49A72610
2005,M07,July,0.143,APUS49A72610
2005,M06,June,0.145,APUS49A72610
2005,M05,May,0.146,APUS49A72610
2005,M04,April,0.134,APUS49A72610
2005,M03,March,0.136,APUS49A72610
2005,M02,February,0.136,APUS49A72610
2005,M01,January,0.139,APUS49A72610
2004,M12,December,0.137,APUS49A72610
2004,M11,November,0.136,APUS49A72610
2004,M10,October,0.133,APUS49A72610
2004,M09,September,0.134,APUS49A72610
2004,M08,August,0.134,APUS49A72610
2004,M07,July,0.129,APUS49A72610
2004,M06,June,0.131,APUS49A72610
2004,M05,May,0.133,APUS49A72610
2004,M04,April,0.133,APUS49A72610
2004,M03,March,0.133,APUS49A72610
2004,M02,February,0.133,APUS49A72610
2004,M01,January,0.136,APUS49A72610
2023,M05,May,0.163,APUS35B72610
2023,M04,April,0.168,APUS35B72610
2023,M03,March,0.151,APUS35B72610
2023,M02,February,0.151,APUS35B72610
2023,M01,January,0.147,APUS35B72610
2022,M12,December,0.142,APUS35B72610
2022,M11,November,0.142,APUS35B72610
2022,M10,October,0.142,APUS35B72610
2022,M09,September,0.142,APUS35B72610
2022,M08,August,0.141,APUS35B72610
2022,M07,July,0.141,APUS35B72610
2022,M06,June,0.140,APUS35B72610
2022,M05,May,0.140,APUS35B72610
2022,M04,April,0.140,APUS35B72610
2022,M03,March,0.140,APUS35B72610
2022,M02,February,0.140,APUS35B72610
2022,M01,January,0.143,APUS35B72610
2021,M12,December,0.121,APUS35B72610
2021,M11,November,0.121,APUS35B72610
2021,M10,October,0.121,APUS35B72610
2021,M09,September,0.121,APUS35B72610
2021,M08,August,0.122,APUS35B72610
2021,M07,July,0.121,APUS35B72610
2021,M06,June,0.121,APUS35B72610
2021,M05,May,0.121,APUS35B72610
2021,M04,April,0.117,APUS35B72610
2021,M03,March,0.117,APUS35B72610
2021,M02,February,0.117,APUS35B72610
2021,M01,January,0.117,APUS35B72610
2020,M12,December,0.115,APUS35B72610
2020,M11,November,0.115,APUS35B72610
2020,M10,October,0.115,APUS35B72610
2020,M09,September,0.115,APUS35B72610
2020,M08,August,0.115,APUS35B72610
2020,M07,July,0.114,APUS35B72610
2020,M06,June,0.114,APUS35B72610
2020,M05,May,0.093,APUS35B72610
2020,M04,April,0.114,APUS35B72610
2020,M03,March,0.114,APUS35B72610
2020,M02,February,0.114,APUS35B72610
2020,M01,January,0.114,APUS35B72610
2019,M12,December,0.118,APUS35B72610
2019,M11,November,0.107,APUS35B72610
2019,M10,October,0.120,APUS35B72610
2019,M08,August,0.120,APUS35B72610
2019,M07,July,0.121,APUS35B72610
2019,M06,June,0.121,APUS35B72610
2019,M05,May,0.121,APUS35B72610
2019,M04,April,0.121,APUS35B72610
2019,M03,March,0.120,APUS35B72610
2019,M02,February,0.120,APUS35B72610
2019,M01,January,0.120,APUS35B72610
2018,M12,December,0.118,APUS35B72610
2018,M11,November,0.118,APUS35B72610
2018,M10,October,0.118,APUS35B72610
2018,M09,September,0.118,APUS35B72610
2018,M08,August,0.118,APUS35B72610
2018,M07,July,0.118,APUS35B72610
2018,M06,June,0.119,APUS35B72610
2018,M05,May,0.119,APUS35B72610
2018,M04,April,0.119,APUS35B72610
2018,M03,March,0.119,APUS35B72610
2018,M02,February,0.119,APUS35B72610
2018,M01,January,0.119,APUS35B72610
2017,M12,December,0.119,APUS35B72610
2017,M11,November,0.119,APUS35B72610
2017,M10,October,0.119,APUS35B72610
2017,M09,September,0.119,APUS35B72610
2017,M08,August,0.119,APUS35B72610
2017,M07,July,0.119,APUS35B72610
2017,M06,June,0.119,APUS35B72610
2017,M05,May,0.119,APUS35B72610
2017,M04,April,0.119,APUS35B72610
2017,M03,March,0.119,APUS35B72610
2017,M02,February,0.119,APUS35B72610
2017,M01,January,0.118,APUS35B72610
2016,M12,December,0.108,APUS35B72610
